linestopid,parentid,previousid,locationid,locationname,sta,std,modalitytype,longitude,latitude,unlo,sta_date,std_date
1300391,1300391,1300391,5071,Bergen op Zoom,2013-03-02 22:00:00.000,2013-03-03 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2013-03-02,2013-03-03
1300132,1300132,1300132,5071,Bergen op Zoom,2015-02-02 07:00:00.000,2015-02-02 09:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-02,2015-02-02
1299684,1299684,1299684,5071,Bergen op Zoom,2015-02-03 11:45:00.000,2015-02-03 13:45:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-03,2015-02-03
1299710,1299710,1299710,5071,Bergen op Zoom,2015-02-03 15:00:00.000,2015-02-03 17:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-03,2015-02-03
1249196,1249196,1249196,5071,Bergen op Zoom,2015-02-03 22:00:00.000,2015-02-04 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-03,2015-02-04
1299738,1299738,1299738,5071,Bergen op Zoom,2015-02-04 04:00:00.000,2015-02-04 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-04,2015-02-04
1299713,1299713,1299713,5071,Bergen op Zoom,2015-02-04 14:00:00.000,2015-02-04 16:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-04,2015-02-04
1299845,1299845,1299845,5071,Bergen op Zoom,2015-02-04 17:00:00.000,2015-02-04 19:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-04,2015-02-04
1249681,1249681,1249681,5071,Bergen op Zoom,2015-02-05 04:00:00.000,2015-02-05 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-05,2015-02-05
1249937,1249937,1249937,5071,Bergen op Zoom,2015-02-05 11:00:00.000,2015-02-05 13:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-05,2015-02-05
1251545,1251545,1251545,5071,Bergen op Zoom,2015-02-05 15:00:00.000,2015-02-05 17:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-05,2015-02-05
1254259,1254259,1254259,5071,Bergen op Zoom,2015-02-05 22:00:00.000,2015-02-06 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-05,2015-02-06
1209894,1209894,1209894,5071,Bergen op Zoom,2015-02-06 03:40:00.000,2015-02-06 05:40:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-06,2015-02-06
1208186,1208186,1208186,5071,Bergen op Zoom,2015-02-06 16:00:00.000,2015-02-06 18:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-06,2015-02-06
1208297,1208297,1208297,5071,Bergen op Zoom,2015-02-06 19:00:00.000,2015-02-06 21:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-06,2015-02-06
1253239,1253239,1253239,5071,Bergen op Zoom,2015-02-07 03:00:00.000,2015-02-07 05:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-07,2015-02-07
1258822,1258822,1258822,5071,Bergen op Zoom,2015-02-07 07:00:00.000,2015-02-07 09:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-07,2015-02-07
1259040,1259040,1259040,5071,Bergen op Zoom,2015-02-09 04:00:00.000,2015-02-09 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-09,2015-02-09
1215114,1215114,1215114,5071,Bergen op Zoom,2015-02-10 04:00:00.000,2015-02-10 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-10,2015-02-10
1299846,1299846,1299846,5071,Bergen op Zoom,2015-02-10 10:00:00.000,2015-02-10 12:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-10,2015-02-10
1220149,1220149,1220149,5071,Bergen op Zoom,2015-02-11 04:00:00.000,2015-02-11 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-11,2015-02-11
1221674,1221674,1221674,5071,Bergen op Zoom,2015-02-11 06:00:00.000,2015-02-11 08:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-11,2015-02-11
1225697,1225697,1225697,5071,Bergen op Zoom,2015-02-11 10:00:00.000,2015-02-11 12:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-11,2015-02-11
1216248,1216248,1216248,5071,Bergen op Zoom,2015-02-11 13:00:00.000,2015-02-11 15:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-11,2015-02-11
1235891,1235891,1235891,5071,Bergen op Zoom,2015-02-12 06:00:00.000,2015-02-12 08:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-12,2015-02-12
1237211,1237211,1237211,5071,Bergen op Zoom,2015-02-13 04:00:00.000,2015-02-13 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-13,2015-02-13
1237992,1237992,1237992,5071,Bergen op Zoom,2015-02-13 04:00:00.000,2015-02-13 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-13,2015-02-13
1243514,1243514,1243514,5071,Bergen op Zoom,2015-02-13 13:00:00.000,2015-02-13 15:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-13,2015-02-13
1224085,1224085,1224085,5071,Bergen op Zoom,2015-02-14 02:00:00.000,2015-02-14 04:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-14,2015-02-14
1255770,1255770,1255770,5071,Bergen op Zoom,2015-02-15 22:00:00.000,2015-02-16 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-15,2015-02-16
1252412,1252412,1252412,5071,Bergen op Zoom,2015-02-16 04:00:00.000,2015-02-16 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-16,2015-02-16
1253841,1253841,1253841,5071,Bergen op Zoom,2015-02-16 04:00:00.000,2015-02-16 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-16,2015-02-16
1208835,1208835,1208835,5071,Bergen op Zoom,2015-02-17 04:00:00.000,2015-02-17 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-17,2015-02-17
1217170,1217170,1217170,5071,Bergen op Zoom,2015-02-18 07:00:00.000,2015-02-18 09:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-18,2015-02-18
1219149,1219149,1219149,5071,Bergen op Zoom,2015-02-18 10:00:00.000,2015-02-18 12:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-18,2015-02-18
1229892,1229892,1229892,5071,Bergen op Zoom,2015-02-18 22:00:00.000,2015-02-19 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-18,2015-02-19
1220346,1220346,1220346,5071,Bergen op Zoom,2015-02-18 22:00:00.000,2015-02-19 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-18,2015-02-19
1300230,1300230,1300230,5071,Bergen op Zoom,2015-02-19 08:00:00.000,2015-02-19 10:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-19,2015-02-19
1223929,1223929,1223929,5071,Bergen op Zoom,2015-02-19 12:40:00.000,2015-02-19 14:40:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-19,2015-02-19
1223881,1223881,1223881,5071,Bergen op Zoom,2015-02-19 18:00:00.000,2015-02-19 20:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-19,2015-02-19
1250935,1250935,1250935,5071,Bergen op Zoom,2015-02-19 22:00:00.000,2015-02-20 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-19,2015-02-20
1235038,1235038,1235038,5071,Bergen op Zoom,2015-02-20 19:00:00.000,2015-02-20 21:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-20,2015-02-20
1219770,1219770,1219770,5071,Bergen op Zoom,2015-02-21 04:00:00.000,2015-02-21 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-21,2015-02-21
1256042,1256042,1256042,5071,Bergen op Zoom,2015-02-23 00:00:00.000,2015-02-23 02:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-23,2015-02-23
1251331,1251331,1251331,5071,Bergen op Zoom,2015-02-23 04:00:00.000,2015-02-23 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-23,2015-02-23
1251355,1251355,1251355,5071,Bergen op Zoom,2015-02-23 06:00:00.000,2015-02-23 08:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-23,2015-02-23
1255854,1255854,1255854,5071,Bergen op Zoom,2015-02-24 07:00:00.000,2015-02-24 09:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-24,2015-02-24
1300269,1300269,1300269,5071,Bergen op Zoom,2015-02-24 10:00:00.000,2015-02-24 12:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-24,2015-02-24
1222752,1222752,1222752,5071,Bergen op Zoom,2015-02-24 22:00:00.000,2015-02-25 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-24,2015-02-25
1300286,1300286,1300286,5071,Bergen op Zoom,2015-02-25 05:00:00.000,2015-02-25 07:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-25,2015-02-25
1300264,1300264,1300264,5071,Bergen op Zoom,2015-02-25 10:00:00.000,2015-02-25 12:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-25,2015-02-25
1210204,1210204,1210204,5071,Bergen op Zoom,2015-02-25 11:00:00.000,2015-02-25 13:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-25,2015-02-25
1211642,1211642,1211642,5071,Bergen op Zoom,2015-02-26 06:00:00.000,2015-02-26 08:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-26,2015-02-26
1221290,1221290,1221290,5071,Bergen op Zoom,2015-02-26 13:00:00.000,2015-02-26 15:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-26,2015-02-26
1201856,1201856,1201856,5071,Bergen op Zoom,2015-02-26 22:00:00.000,2015-02-27 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-26,2015-02-27
1240068,1240068,1240068,5071,Bergen op Zoom,2015-02-27 00:40:00.000,2015-02-27 02:40:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-27,2015-02-27
1244179,1244179,1244179,5071,Bergen op Zoom,2015-02-27 04:00:00.000,2015-02-27 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-27,2015-02-27
1237674,1237674,1237674,5071,Bergen op Zoom,2015-02-28 04:00:00.000,2015-02-28 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-02-28,2015-02-28
1201473,1201473,1201473,5071,Bergen op Zoom,2015-03-01 12:20:43.801,2015-03-01 14:20:43.801,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-01,2015-03-01
1249280,1249280,1249280,5071,Bergen op Zoom,2015-03-02 04:00:00.000,2015-03-02 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-02,2015-03-02
1250322,1250322,1250322,5071,Bergen op Zoom,2015-03-02 04:00:00.000,2015-03-02 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-02,2015-03-02
1300339,1300339,1300339,5071,Bergen op Zoom,2015-03-02 04:00:00.000,2015-03-02 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-02,2015-03-02
1251700,1251700,1251700,5071,Bergen op Zoom,2015-03-02 13:00:00.000,2015-03-02 15:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-02,2015-03-02
1252716,1252716,1252716,5071,Bergen op Zoom,2015-03-02 22:00:00.000,2015-03-03 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-02,2015-03-03
1253265,1253265,1253265,5071,Bergen op Zoom,2015-03-03 04:00:00.000,2015-03-03 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-03,2015-03-03
1259545,1259545,1259545,5071,Bergen op Zoom,2015-03-03 14:00:00.000,2015-03-03 16:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-03,2015-03-03
1300389,1300389,1300389,5071,Bergen op Zoom,2015-03-03 16:00:00.000,2015-03-03 18:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-03,2015-03-03
1254018,1254018,1254018,5071,Bergen op Zoom,2015-03-03 22:00:00.000,2015-03-04 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-03,2015-03-04
1209149,1209149,1209149,5071,Bergen op Zoom,2015-03-03 23:40:00.000,2015-03-04 01:40:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-03,2015-03-04
1222747,1222747,1222747,5071,Bergen op Zoom,2015-03-04 09:53:35.727,2015-03-04 11:53:35.727,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-04,2015-03-04
1217200,1217200,1217200,5071,Bergen op Zoom,2015-03-04 13:00:00.000,2015-03-04 15:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-04,2015-03-04
1222262,1222262,1222262,5071,Bergen op Zoom,2015-03-05 03:19:17.182,2015-03-05 05:19:17.182,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-05,2015-03-05
1219071,1219071,1219071,5071,Bergen op Zoom,2015-03-05 19:00:00.000,2015-03-05 21:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-05,2015-03-05
1220432,1220432,1220432,5071,Bergen op Zoom,2015-03-05 21:00:00.000,2015-03-05 23:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-05,2015-03-05
1225583,1225583,1225583,5071,Bergen op Zoom,2015-03-06 04:21:44.123,2015-03-06 06:21:44.123,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-06,2015-03-06
1232011,1232011,1232011,5071,Bergen op Zoom,2015-03-06 06:36:59.929,2015-03-06 08:36:59.929,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-06,2015-03-06
1232385,1232385,1232385,5071,Bergen op Zoom,2015-03-06 22:19:05.508,2015-03-07 00:19:05.508,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-06,2015-03-07
1238300,1238300,1238300,5071,Bergen op Zoom,2015-03-07 04:51:15.452,2015-03-07 06:51:15.452,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-07,2015-03-07
1251647,1251647,1251647,5071,Bergen op Zoom,2015-03-07 21:12:44.981,2015-03-07 23:12:44.981,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-07,2015-03-07
1245234,1245234,1245234,5071,Bergen op Zoom,2015-03-08 22:07:57.795,2015-03-09 00:07:57.795,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-08,2015-03-09
1257915,1257915,1257915,5071,Bergen op Zoom,2015-03-09 14:00:00.000,2015-03-09 16:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-09,2015-03-09
1259384,1259384,1259384,5071,Bergen op Zoom,2015-03-10 05:18:22.977,2015-03-10 07:18:22.977,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-10,2015-03-10
1220904,1220904,1220904,5071,Bergen op Zoom,2015-03-10 12:37:52.403,2015-03-10 14:37:52.403,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-10,2015-03-10
1224881,1224881,1224881,5071,Bergen op Zoom,2015-03-11 04:22:08.276,2015-03-11 06:22:08.276,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-11,2015-03-11
1216860,1216860,1216860,5071,Bergen op Zoom,2015-03-11 10:00:00.000,2015-03-11 12:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-11,2015-03-11
1220514,1220514,1220514,5071,Bergen op Zoom,2015-03-11 10:24:35.451,2015-03-11 12:24:35.451,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-11,2015-03-11
1237187,1237187,1237187,5071,Bergen op Zoom,2015-03-11 15:16:06.545,2015-03-11 17:16:06.545,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-11,2015-03-11
1226919,1226919,1226919,5071,Bergen op Zoom,2015-03-12 04:58:07.870,2015-03-12 06:58:07.870,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-12,2015-03-12
1226927,1226927,1226927,5071,Bergen op Zoom,2015-03-12 15:00:00.000,2015-03-12 17:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-12,2015-03-12
1227725,1227725,1227725,5071,Bergen op Zoom,2015-03-12 19:26:50.737,2015-03-12 21:26:50.737,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-12,2015-03-12
1300541,1300541,1300541,5071,Bergen op Zoom,2015-03-12 22:00:00.000,2015-03-13 00:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-12,2015-03-13
1239154,1239154,1239154,5071,Bergen op Zoom,2015-03-13 12:22:57.209,2015-03-13 14:22:57.209,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-13,2015-03-13
1253419,1253419,1253419,5071,Bergen op Zoom,2015-03-15 05:19:54.031,2015-03-15 07:19:54.031,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-15,2015-03-15
1256044,1256044,1256044,5071,Bergen op Zoom,2015-03-15 12:34:08.001,2015-03-15 14:34:08.001,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-15,2015-03-15
1255180,1255180,1255180,5071,Bergen op Zoom,2015-03-16 04:00:00.000,2015-03-16 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-16,2015-03-16
1255193,1255193,1255193,5071,Bergen op Zoom,2015-03-16 05:35:07.086,2015-03-16 07:35:07.086,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-16,2015-03-16
1208259,1208259,1208259,5071,Bergen op Zoom,2015-03-17 02:50:25.630,2015-03-17 04:50:25.630,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-17,2015-03-17
1253453,1253453,1253453,5071,Bergen op Zoom,2015-03-17 04:22:22.360,2015-03-17 06:22:22.360,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-17,2015-03-17
1199362,1199362,1199362,5071,Bergen op Zoom,2015-03-17 16:00:00.000,2015-03-17 18:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-17,2015-03-17
1258099,1258099,1258099,5071,Bergen op Zoom,2015-03-17 18:20:06.170,2015-03-17 20:20:06.170,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-17,2015-03-17
1232545,1232545,1232545,5071,Bergen op Zoom,2015-03-18 04:00:00.000,2015-03-18 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-18,2015-03-18
1300665,1300665,1300665,5071,Bergen op Zoom,2015-03-18 09:00:00.000,2015-03-18 11:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-18,2015-03-18
1232700,1232700,1232700,5071,Bergen op Zoom,2015-03-19 12:52:32.425,2015-03-19 14:52:32.425,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-19,2015-03-19
1237891,1237891,1237891,5071,Bergen op Zoom,2015-03-19 19:00:00.000,2015-03-19 21:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-19,2015-03-19
1240804,1240804,1240804,5071,Bergen op Zoom,2015-03-20 04:00:00.000,2015-03-20 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-20,2015-03-20
1244970,1244970,1244970,5071,Bergen op Zoom,2015-03-20 14:01:04.966,2015-03-20 16:01:04.966,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-20,2015-03-20
1210565,1210565,1210565,5071,Bergen op Zoom,2015-03-21 17:00:00.000,2015-03-21 19:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-21,2015-03-21
1249017,1249017,1249017,5071,Bergen op Zoom,2015-03-21 18:56:41.495,2015-03-21 20:56:41.495,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-21,2015-03-21
1253293,1253293,1253293,5071,Bergen op Zoom,2015-03-22 06:00:08.931,2015-03-22 08:00:08.931,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-22,2015-03-22
1300948,1300948,1300948,5071,Bergen op Zoom,2015-03-23 10:00:55.361,2015-03-23 12:00:55.361,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-23,2015-03-23
1300984,1300984,1300984,5071,Bergen op Zoom,2015-03-23 16:18:55.001,2015-03-23 18:18:55.001,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-23,2015-03-23
1211588,1211588,1211588,5071,Bergen op Zoom,2015-03-23 19:00:00.000,2015-03-23 21:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-23,2015-03-23
1211584,1211584,1211584,5071,Bergen op Zoom,2015-03-24 04:00:00.000,2015-03-24 06:00:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-24,2015-03-24
1226321,1226321,1226321,5071,Bergen op Zoom,2015-03-24 08:38:03.099,2015-03-24 10:38:03.099,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-24,2015-03-24
1222267,1222267,1222267,5071,Bergen op Zoom,2015-03-24 17:31:14.093,2015-03-24 19:31:14.093,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-24,2015-03-24
1233414,1233414,1233414,5071,Bergen op Zoom,2015-03-25 04:01:14.088,2015-03-25 06:01:14.088,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-25,2015-03-25
1249097,1249097,1249097,5071,Bergen op Zoom,2015-03-26 04:38:45.837,2015-03-26 06:38:45.837,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-26,2015-03-26
1201554,1201554,1201554,5071,Bergen op Zoom,2015-03-26 06:00:27.348,2015-03-26 08:00:27.348,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-26,2015-03-26
1201294,1201294,1201294,5071,Bergen op Zoom,2015-03-26 18:00:33.700,2015-03-26 20:00:33.700,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-26,2015-03-26
1301368,1301368,1301368,5071,Bergen op Zoom,2015-03-26 22:02:22.041,2015-03-27 00:02:22.041,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-26,2015-03-27
1256319,1256319,1256319,5071,Bergen op Zoom,2015-03-27 01:46:54.997,2015-03-27 03:46:54.997,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-27,2015-03-27
1201015,1201015,1201015,5071,Bergen op Zoom,2015-03-27 02:40:42.639,2015-03-27 04:40:42.639,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-27,2015-03-27
1256315,1256315,1256315,5071,Bergen op Zoom,2015-03-27 05:49:29.362,2015-03-27 07:49:29.362,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-27,2015-03-27
1201838,1201838,1201838,5071,Bergen op Zoom,2015-03-27 23:00:36.693,2015-03-28 01:00:36.693,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-27,2015-03-28
1200531,1200531,1200531,5071,Bergen op Zoom,2015-03-28 06:00:27.476,2015-03-28 08:00:27.476,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-28,2015-03-28
1301427,1301427,1301427,5071,Bergen op Zoom,2015-03-28 13:20:00.000,2015-03-28 15:20:00.000,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-28,2015-03-28
1200910,1200910,1200910,5071,Bergen op Zoom,2015-03-28 18:53:48.736,2015-03-28 20:53:48.736,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-28,2015-03-28
1201504,1201504,1201504,5071,Bergen op Zoom,2015-03-29 12:00:46.819,2015-03-29 14:00:46.819,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-29,2015-03-29
1200174,1200174,1200174,5071,Bergen op Zoom,2015-03-30 03:33:37.708,2015-03-30 05:33:37.708,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-30,2015-03-30
1199838,1199838,1199838,5071,Bergen op Zoom,2015-03-30 05:42:54.778,2015-03-30 07:42:54.778,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-30,2015-03-30
1200951,1200951,1200951,5071,Bergen op Zoom,2015-03-31 06:58:32.471,2015-03-31 08:58:32.471,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-31,2015-03-31
1232383,1232383,1232383,5071,Bergen op Zoom,2015-03-31 07:06:31.212,2015-03-31 09:06:31.212,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-31,2015-03-31
1201113,1201113,1201113,5071,Bergen op Zoom,2015-03-31 08:50:42.912,2015-03-31 10:50:42.912,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-31,2015-03-31
1234983,1234983,1234983,5071,Bergen op Zoom,2015-03-31 15:20:25.816,2015-03-31 17:20:25.816,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-31,2015-03-31
1215369,1215369,1215369,5071,Bergen op Zoom,2015-03-31 20:00:59.168,2015-03-31 22:00:59.168,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-31,2015-03-31
1242475,1242475,1242475,5071,Bergen op Zoom,2015-03-31 22:33:33.697,2015-04-01 00:33:33.697,BARGE,4.28974079726371,51.4965864,NLBZM,2015-03-31,2015-04-01
1206257,1206257,1206257,5071,Bergen op Zoom,2015-04-01 17:43:03.288,2015-04-01 19:43:03.288,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-01,2015-04-01
1205902,1205902,1205902,5071,Bergen op Zoom,2015-04-01 19:23:58.943,2015-04-01 21:23:58.943,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-01,2015-04-01
1258675,1258675,1258675,5071,Bergen op Zoom,2015-04-02 00:50:03.677,2015-04-02 02:50:03.677,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-02,2015-04-02
1259027,1259027,1259027,5071,Bergen op Zoom,2015-04-02 06:00:25.680,2015-04-02 08:00:25.680,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-02,2015-04-02
1214165,1214165,1214165,5071,Bergen op Zoom,2015-04-02 10:40:09.510,2015-04-02 12:40:09.510,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-02,2015-04-02
1229844,1229844,1229844,5071,Bergen op Zoom,2015-04-02 20:35:23.821,2015-04-02 22:35:23.821,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-02,2015-04-02
1225068,1225068,1225068,5071,Bergen op Zoom,2015-04-02 21:26:40.873,2015-04-02 23:26:40.873,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-02,2015-04-02
1246186,1246186,1246186,5071,Bergen op Zoom,2015-04-03 00:40:40.185,2015-04-03 02:40:40.185,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-03,2015-04-03
1216127,1216127,1216127,5071,Bergen op Zoom,2015-04-03 04:10:18.300,2015-04-03 06:10:18.300,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-03,2015-04-03
1259668,1259668,1259668,5071,Bergen op Zoom,2015-04-03 05:05:23.199,2015-04-03 07:05:23.199,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-03,2015-04-03
1223771,1223771,1223771,5071,Bergen op Zoom,2015-04-03 13:11:22.347,2015-04-03 15:11:22.347,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-03,2015-04-03
1221684,1221684,1221684,5071,Bergen op Zoom,2015-04-03 23:40:19.858,2015-04-04 01:40:19.858,BARGE,4.28974079726371,51.4965864,NLBZM,2015-04-03,2015-04-04
